Assets,EarningsPerShareBasic,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
0.0,-1.6337191015703703,-0.3784896180491232,0.0,0.0,1
0.5178691242317836,-0.5494931548231116,1.2042296523154428,1.5238077502029361,0.9936656368442558,1
0.0,0.0,0.0,0.0,0.0,1
1.1376076733385267,-0.9423142628061738,0.47491805200339715,0.585620247699296,1.4390997194813933,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0
-0.8161144605878793,-1.833473475085656,-1.1826218699245374,-0.6494929145238071,-0.8961652225050601,0
0.0,0.0,-1.2392484658461664,0.0,0.0,0
0.0,0.0,-1.2392484658461664,0.0,0.0,0
-0.8532439314824187,-0.5042209395570355,-0.4693709545821076,-0.6124216782506615,-0.5977468443946921,0
0.0,-0.5042209395570355,-0.4693709545821076,0.0,0.0,0
-1.3183686585172922,-0.5494931548231116,-1.1610859819139432,-1.3033869451804012,-1.506466514306346,0
0.0,0.0,-1.1439389275805902,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.8694454503136314,-0.41081712929186326,0.6980912695457906,0.19451441681782325,1.02320201337549,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.2042296523154428,0.0,0.0,0
-0.8345251689481158,-0.09382526011343213,0.4250910782434033,-1.0895681030455437,-0.2179184401945886,0
-0.8345251689481158,0.0,0.0,-1.0895681030455437,-0.2179184401945886,0
-0.8345251689481158,-0.7281708339201105,0.4250910782434033,-1.0895681030455437,-0.2179184401945886,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.18952896284793055,0.38378262967503374,0.0,0.0,0
-0.6349032845257959,0.18075654378515987,0.0,-0.10232295412394486,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,-1.0509319154557129,-1.1568295418613386,0.0,0.0,0
0.0,-1.0856899422453852,0.0,0.0,0.0,0
-0.9737991733896925,-0.10406792307187925,0.0,-0.6857591021187843,0.0,0
0.0,0.0,0.0,0.0,0.0,0
-0.9753050688592874,-0.46628651877626853,-0.3654107962395923,-0.6563817081363423,-0.7562891140799893,0
-0.9196783476335466,-1.6695527538966266,0.0,-0.6730886230515263,-0.543980643553002,0
